ticket_id,created_date,resolved_date,category,subcategory,application_name,priority,status,assigned_team,assigned_engineer,reported_by,root_cause,sla_target_hours,first_response_minutes,resolution_time_hours,sla_breached,reopened_count,change_related,csat_score,resolution_notes
INC100012,2025-10-19 15:22,2025-10-19 21:04,Performance,Page Load Delay,Core Banking App,P3 - Medium,Resolved,L3 Engineering,A. Rangan,Customer,Third-Party Outage,24,50,5.7,False,0,False,4,Tuned query/index or scaled resources; response time back within threshold.
INC102196,2025-10-19 18:51,2025-10-22 09:10,Network,Firewall Block,Auth Service,P4 - Low,Resolved,Network Team,T. Divya,Batch Job Monitor,Unknown,72,93,62.33,False,0,False,4,Restarted network service / re-routed traffic; confirmed connectivity restored.
INC100833,2025-10-19 20:21,2025-10-19 23:06,Server/Infra,Memory Leak,HR Portal,P1 - Critical,Resolved,Network Team,K. Suresh,Support Team (Proactive),Capacity/Performance,4,18,2.76,False,0,True,4,Freed disk space / restarted service; added monitoring alert to prevent recurrence.
INC101860,2025-10-20 09:38,2025-10-21 05:43,Application Issue,Feature Not Working,Auth Service,P3 - Medium,Resolved,App Dev Team,L. Chitra,End User,Unknown,24,47,20.09,False,0,False,4,Identified faulty code path; deployed hotfix / config change and validated with user.
INC101862,2025-10-20 09:58,2025-10-20 12:24,Batch Job Failure,Job Timeout,Reporting Dashboard,P1 - Critical,Resolved,L3 Engineering,K. Suresh,Batch Job Monitor,Capacity/Performance,4,20,2.44,False,0,False,5,Re-triggered job after correcting input file; added validation check.
INC101218,2025-10-20 10:20,2025-10-20 17:33,Database,Connection Pool Exhausted,Reporting Dashboard,P3 - Medium,Resolved,DBA Team,B. Meena,Batch Job Monitor,Infra Failure,24,43,7.23,False,0,True,5,Optimized query / cleared lock and restarted affected session; verified data integrity.
INC101529,2025-10-20 11:40,2025-10-20 18:46,Database,Connection Pool Exhausted,Customer Support Portal,P2 - High,Resolved,DBA Team,S. Priya,Support Team (Proactive),Capacity/Performance,8,41,7.11,False,0,False,2,Optimized query / cleared lock and restarted affected session; verified data integrity.
INC100135,2025-10-20 12:12,2025-10-21 16:16,Security,Vulnerability Alert,HR Portal,P4 - Low,Closed,L3 Engineering,S. Priya,Batch Job Monitor,Capacity/Performance,72,128,28.08,False,0,False,3,"Investigated alert, confirmed false positive / revoked access; updated certificate."
INC100875,2025-10-20 12:44,2025-10-21 05:53,Access/Authentication,Login Failure,Reporting Dashboard,P3 - Medium,Resolved,L1 Support,L. Chitra,Customer,Unknown,24,41,17.15,False,0,False,5,Reset credentials / corrected access role; user confirmed successful login.
INC100461,2025-10-20 15:14,2025-10-21 03:33,Security,Suspicious Login,Inventory System,P3 - Medium,Resolved,L3 Engineering,B. Meena,Support Team (Proactive),Configuration Error,24,29,12.32,False,0,True,3,"Investigated alert, confirmed false positive / revoked access; updated certificate."
INC100104,2025-10-20 15:55,2025-10-20 20:18,Security,Unauthorized Access Attempt,CRM Portal,P2 - High,Resolved,L3 Engineering,B. Meena,Batch Job Monitor,Data Issue,8,32,4.39,False,0,False,4,"Investigated alert, confirmed false positive / revoked access; updated certificate."
INC100419,2025-10-20 16:12,2025-10-21 13:43,Integration/API,Payload Mismatch,Inventory System,P4 - Low,Resolved,L3 Engineering,B. Meena,Support Team (Proactive),Capacity/Performance,72,243,21.53,False,0,False,3,Coordinated with third-party vendor / corrected payload mapping; retested integration.
INC101368,2025-10-20 16:42,2025-10-20 22:28,Integration/API,Payload Mismatch,Auth Service,P3 - Medium,Resolved,L3 Engineering,T. Divya,Support Team (Proactive),Third-Party Outage,24,76,5.78,False,0,False,4,Coordinated with third-party vendor / corrected payload mapping; retested integration.
INC100762,2025-10-20 16:45,2025-10-20 21:37,Integration/API,Third-Party Timeout,Billing Engine,P2 - High,Resolved,App Dev Team,L. Chitra,Batch Job Monitor,Data Issue,8,32,4.88,False,0,False,4,Coordinated with third-party vendor / corrected payload mapping; retested integration.
INC101435,2025-10-20 19:39,2025-10-22 02:17,Integration/API,Third-Party Timeout,Order Management System,P4 - Low,Resolved,L3 Engineering,B. Meena,Support Team (Proactive),Code Defect,72,152,30.64,False,0,False,4,Coordinated with third-party vendor / corrected payload mapping; retested integration.
INC101269,2025-10-21 11:25,2025-10-22 00:06,Integration/API,API Failure,Payment Gateway,P3 - Medium,Resolved,L3 Engineering,T. Divya,Monitoring Alert,Capacity/Performance,24,77,12.69,False,0,False,5,Coordinated with third-party vendor / corrected payload mapping; retested integration.
INC100063,2025-10-21 11:34,2025-10-24 11:47,Batch Job Failure,Job Timeout,Order Management System,P3 - Medium,Resolved,App Dev Team,N. Fathima,End User,Data Issue,24,39,72.23,True,0,False,1,Re-triggered job after correcting input file; added validation check.
INC101443,2025-10-21 11:38,2025-10-21 12:47,Network,Latency,Payment Gateway,P1 - Critical,Resolved,L2 Support,N. Fathima,Support Team (Proactive),Infra Failure,4,15,1.16,False,0,False,4,Restarted network service / re-routed traffic; confirmed connectivity restored.
INC100447,2025-10-21 13:09,2025-10-25 13:14,Network,DNS Issue,CRM Portal,P4 - Low,Resolved,L2 Support,V. Prasad,Monitoring Alert,Code Defect,72,131,96.09,True,0,False,2,Restarted network service / re-routed traffic; confirmed connectivity restored.
INC100300,2025-10-21 15:55,2025-10-21 20:30,Security,Suspicious Login,Customer Support Portal,P2 - High,Resolved,L3 Engineering,J. Antony,End User,Code Defect,8,23,4.59,False,0,False,4,"Investigated alert, confirmed false positive / revoked access; updated certificate."
INC100916,2025-10-21 17:41,2025-10-23 19:12,Batch Job Failure,Job Timeout,Billing Engine,P4 - Low,Closed,App Dev Team,L. Chitra,Monitoring Alert,Third-Party Outage,72,201,49.52,False,0,False,4,Re-triggered job after correcting input file; added validation check.
INC102122,2025-10-21 18:22,2025-10-24 16:58,Access/Authentication,Password Reset,Order Management System,P3 - Medium,Resolved,L1 Support,V. Prasad,Customer,Code Defect,24,37,70.61,True,0,True,3,Reset credentials / corrected access role; user confirmed successful login.
INC101200,2025-10-22 11:17,2025-10-24 10:37,Batch Job Failure,Job Failed - Data Error,Payment Gateway,P4 - Low,Resolved,App Dev Team,B. Meena,Customer,User Error,72,237,47.34,False,0,False,5,Re-triggered job after correcting input file; added validation check.
INC100186,2025-10-22 14:08,2025-10-24 10:51,Network,Firewall Block,Inventory System,P4 - Low,Resolved,L2 Support,M. Kumar,Support Team (Proactive),Third-Party Outage,72,42,44.72,False,0,False,4,Restarted network service / re-routed traffic; confirmed connectivity restored.
INC101632,2025-10-22 17:09,2025-10-23 14:27,Security,Unauthorized Access Attempt,Core Banking App,P3 - Medium,Resolved,L3 Engineering,R. Iyer,Monitoring Alert,Configuration Error,24,28,21.31,False,0,False,3,"Investigated alert, confirmed false positive / revoked access; updated certificate."
INC101329,2025-10-22 17:17,2025-10-22 21:30,Hardware,Peripheral Not Detected,Reporting Dashboard,P3 - Medium,Reopened,L1 Support,V. Prasad,Monitoring Alert,Infra Failure,24,53,4.22,False,1,False,4,Replaced/reset device; confirmed functioning with end user.
INC100197,2025-10-22 18:49,2025-10-24 04:49,Database,Connection Pool Exhausted,Reporting Dashboard,P4 - Low,Resolved,L3 Engineering,R. Iyer,Customer,Unknown,72,106,34.01,False,0,False,5,Optimized query / cleared lock and restarted affected session; verified data integrity.
INC100216,2025-10-22 20:14,2025-10-23 01:45,Integration/API,Third-Party Timeout,Core Banking App,P2 - High,Resolved,App Dev Team,M. Kumar,End User,User Error,8,5,5.53,False,0,False,3,Coordinated with third-party vendor / corrected payload mapping; retested integration.
INC100080,2025-10-23 10:45,2025-10-23 14:17,Database,Deadlock,Inventory System,P1 - Critical,Resolved,L3 Engineering,J. Antony,Support Team (Proactive),Infra Failure,4,14,3.54,False,0,False,5,Optimized query / cleared lock and restarted affected session; verified data integrity.
INC100953,2025-10-23 13:33,2025-10-24 09:56,Performance,Report Load Timeout,Reporting Dashboard,P3 - Medium,Resolved,DBA Team,L. Chitra,Support Team (Proactive),Unknown,24,62,20.39,False,0,False,5,Tuned query/index or scaled resources; response time back within threshold.
INC102052,2025-10-23 13:45,2025-10-25 08:22,Application Issue,Feature Not Working,HR Portal,P4 - Low,Resolved,App Dev Team,T. Divya,Batch Job Monitor,Configuration Error,72,155,42.62,False,0,True,3,Identified faulty code path; deployed hotfix / config change and validated with user.
INC100380,2025-10-23 17:14,2025-10-24 10:06,Server/Infra,Disk Space Full,Payment Gateway,P3 - Medium,Resolved,L3 Engineering,M. Kumar,End User,Unknown,24,56,16.87,False,0,False,4,Freed disk space / restarted service; added monitoring alert to prevent recurrence.
INC101727,2025-10-23 17:18,2025-10-23 22:12,Network,Latency,Core Banking App,P2 - High,Resolved,Network Team,T. Divya,Customer,Data Issue,8,48,4.9,False,0,False,4,Restarted network service / re-routed traffic; confirmed connectivity restored.
INC100247,2025-10-23 17:40,2025-10-25 12:21,Access/Authentication,SSO Error,Billing Engine,P3 - Medium,Reopened,L1 Support,V. Prasad,Customer,Third-Party Outage,24,16,42.69,True,1,False,2,Reset credentials / corrected access role; user confirmed successful login.
INC101945,2025-10-23 19:52,2025-10-24 15:25,Application Issue,UI Error,Reporting Dashboard,P3 - Medium,Reopened,App Dev Team,J. Antony,Monitoring Alert,User Error,24,39,19.55,False,1,False,4,Identified faulty code path; deployed hotfix / config change and validated with user.
INC101433,2025-10-23 20:21,2025-10-23 23:23,Server/Infra,Server Down,Reporting Dashboard,P2 - High,Closed,L3 Engineering,J. Antony,End User,User Error,8,21,3.04,False,0,True,3,Freed disk space / restarted service; added monitoring alert to prevent recurrence.
INC101879,2025-10-23 21:49,2025-10-24 04:12,Hardware,Workstation Failure,Billing Engine,P2 - High,Closed,L1 Support,R. Iyer,Batch Job Monitor,Third-Party Outage,8,34,6.39,False,0,False,5,Replaced/reset device; confirmed functioning with end user.
INC100668,2025-10-24 10:24,2025-10-25 03:48,Network,VPN Failure,Payment Gateway,P2 - High,Resolved,Network Team,K. Suresh,Customer,Configuration Error,8,23,17.4,True,0,False,4,Restarted network service / re-routed traffic; confirmed connectivity restored.
INC100483,2025-10-24 21:20,2025-10-25 00:44,Performance,Page Load Delay,Order Management System,P2 - High,Resolved,L3 Engineering,N. Fathima,End User,Configuration Error,8,15,3.4,False,0,True,3,Tuned query/index or scaled resources; response time back within threshold.
INC100820,2025-10-25 00:39,2025-10-26 08:39,Application Issue,UI Error,Core Banking App,P4 - Low,Resolved,App Dev Team,N. Fathima,Customer,Infra Failure,72,140,32.0,False,0,False,5,Identified faulty code path; deployed hotfix / config change and validated with user.
INC101540,2025-10-25 05:45,2025-10-25 22:10,Server/Infra,Memory Leak,Payment Gateway,P4 - Low,Resolved,Network Team,K. Suresh,Support Team (Proactive),User Error,72,79,16.43,False,0,False,5,Freed disk space / restarted service; added monitoring alert to prevent recurrence.
INC100818,2025-10-25 12:12,2025-10-26 12:14,Security,Vulnerability Alert,Order Management System,P4 - Low,Closed,L3 Engineering,T. Divya,Customer,Code Defect,72,197,24.04,False,0,False,5,"Investigated alert, confirmed false positive / revoked access; updated certificate."
INC100976,2025-10-25 12:53,2025-10-26 12:03,Database,Deadlock,CRM Portal,P2 - High,Closed,DBA Team,P. Arjun,Batch Job Monitor,Configuration Error,8,48,23.18,True,0,False,3,Optimized query / cleared lock and restarted affected session; verified data integrity.
INC102199,2025-10-25 14:36,2025-10-25 19:52,Performance,Page Load Delay,Order Management System,P2 - High,Resolved,L3 Engineering,S. Priya,Monitoring Alert,Code Defect,8,21,5.28,False,0,False,5,Tuned query/index or scaled resources; response time back within threshold.
INC102028,2025-10-25 16:51,2025-10-26 10:16,Batch Job Failure,Job Not Triggered,Billing Engine,P3 - Medium,Resolved,App Dev Team,J. Antony,Batch Job Monitor,Data Issue,24,60,17.43,False,0,False,5,Re-triggered job after correcting input file; added validation check.
INC101426,2025-10-25 19:44,2025-10-26 15:41,Batch Job Failure,Duplicate Run,Auth Service,P3 - Medium,Resolved,App Dev Team,T. Divya,Batch Job Monitor,User Error,24,74,19.95,False,0,True,4,Re-triggered job after correcting input file; added validation check.
INC100997,2025-10-25 21:16,2025-10-26 00:24,Integration/API,Payload Mismatch,Core Banking App,P1 - Critical,Resolved,App Dev Team,S. Priya,Support Team (Proactive),Configuration Error,4,13,3.14,False,0,False,3,Coordinated with third-party vendor / corrected payload mapping; retested integration.
INC101841,2025-10-26 09:53,2025-10-27 04:23,Application Issue,Application Crash,Inventory System,P3 - Medium,Resolved,L2 Support,L. Chitra,Support Team (Proactive),Code Defect,24,18,18.51,False,0,False,4,Identified faulty code path; deployed hotfix / config change and validated with user.
INC100066,2025-10-26 12:39,2025-10-27 01:39,Application Issue,Feature Not Working,Core Banking App,P3 - Medium,Closed,L2 Support,N. Fathima,Customer,Capacity/Performance,24,72,13.01,False,0,True,3,Identified faulty code path; deployed hotfix / config change and validated with user.
INC100562,2025-10-26 14:38,2025-10-26 17:48,Batch Job Failure,Job Timeout,CRM Portal,P2 - High,Resolved,App Dev Team,S. Priya,Monitoring Alert,Code Defect,8,38,3.18,False,0,True,4,Re-triggered job after correcting input file; added validation check.
INC100065,2025-10-27 09:08,2025-10-29 14:53,Application Issue,Feature Not Working,Order Management System,P4 - Low,Resolved,App Dev Team,A. Rangan,Monitoring Alert,User Error,72,292,53.75,False,0,False,5,Identified faulty code path; deployed hotfix / config change and validated with user.
INC101534,2025-10-27 15:50,2025-10-28 07:33,Batch Job Failure,Duplicate Run,Payment Gateway,P3 - Medium,Resolved,App Dev Team,A. Rangan,Customer,Configuration Error,24,47,15.73,False,0,False,5,Re-triggered job after correcting input file; added validation check.
INC102097,2025-10-28 10:09,2025-10-31 07:45,Integration/API,Third-Party Timeout,Billing Engine,P3 - Medium,Resolved,L3 Engineering,T. Divya,Customer,Configuration Error,24,100,69.61,True,0,False,3,Coordinated with third-party vendor / corrected payload mapping; retested integration.
INC101866,2025-10-28 10:43,2025-10-28 14:05,Batch Job Failure,Duplicate Run,Order Management System,P1 - Critical,Resolved,L3 Engineering,S. Priya,End User,Code Defect,4,15,3.38,False,0,False,4,Re-triggered job after correcting input file; added validation check.
INC100929,2025-10-28 18:33,2025-10-29 16:35,Application Issue,Application Crash,Reporting Dashboard,P3 - Medium,Closed,App Dev Team,P. Arjun,Customer,User Error,24,54,22.04,False,0,False,5,Identified faulty code path; deployed hotfix / config change and validated with user.
INC100125,2025-10-28 19:26,2025-10-29 18:39,Security,Suspicious Login,Payment Gateway,P2 - High,Resolved,Network Team,B. Meena,End User,Unknown,8,12,23.23,True,0,False,2,"Investigated alert, confirmed false positive / revoked access; updated certificate."
INC101939,2025-10-29 10:47,2025-10-30 06:42,Application Issue,Application Crash,HR Portal,P3 - Medium,Resolved,App Dev Team,L. Chitra,Batch Job Monitor,Code Defect,24,61,19.93,False,0,False,4,Identified faulty code path; deployed hotfix / config change and validated with user.
INC100422,2025-10-29 16:11,2025-10-29 18:13,Network,Firewall Block,Auth Service,P1 - Critical,Closed,L2 Support,T. Divya,Support Team (Proactive),Unknown,4,15,2.04,False,0,False,4,Restarted network service / re-routed traffic; confirmed connectivity restored.
INC101484,2025-10-29 19:12,2025-11-01 01:55,Application Issue,Application Crash,Reporting Dashboard,P4 - Low,Closed,App Dev Team,P. Arjun,Monitoring Alert,Capacity/Performance,72,118,54.73,False,0,True,5,Identified faulty code path; deployed hotfix / config change and validated with user.
INC101479,2025-10-29 21:40,2025-10-30 01:32,Security,Suspicious Login,Reporting Dashboard,P2 - High,Resolved,Network Team,L. Chitra,End User,Code Defect,8,39,3.88,False,0,False,2,"Investigated alert, confirmed false positive / revoked access; updated certificate."
INC100836,2025-10-30 11:08,2025-10-30 16:46,Security,Suspicious Login,Reporting Dashboard,P3 - Medium,Resolved,L3 Engineering,A. Rangan,Support Team (Proactive),Third-Party Outage,24,107,5.64,False,0,False,4,"Investigated alert, confirmed false positive / revoked access; updated certificate."
INC100170,2025-10-31 09:21,2025-11-03 13:35,Performance,API Latency,HR Portal,P3 - Medium,Resolved,L3 Engineering,N. Fathima,Customer,Third-Party Outage,24,53,76.24,True,0,False,2,Tuned query/index or scaled resources; response time back within threshold.
INC101088,2025-10-31 11:16,2025-11-01 07:11,Server/Infra,Memory Leak,Reporting Dashboard,P3 - Medium,Resolved,Network Team,R. Iyer,Monitoring Alert,Configuration Error,24,41,19.92,False,0,False,5,Freed disk space / restarted service; added monitoring alert to prevent recurrence.
INC101779,2025-10-31 12:03,2025-11-01 03:28,Integration/API,Webhook Not Firing,Customer Support Portal,P3 - Medium,Reopened,App Dev Team,A. Rangan,Monitoring Alert,Infra Failure,24,46,15.43,False,1,True,3,Coordinated with third-party vendor / corrected payload mapping; retested integration.
INC101095,2025-10-31 15:07,2025-11-01 19:43,Access/Authentication,Login Failure,HR Portal,P4 - Low,Resolved,L1 Support,K. Suresh,Monitoring Alert,Capacity/Performance,72,204,28.6,False,0,False,2,Reset credentials / corrected access role; user confirmed successful login.
INC100249,2025-10-31 15:51,2025-10-31 21:54,Batch Job Failure,Job Timeout,Inventory System,P3 - Medium,Resolved,L3 Engineering,K. Suresh,Support Team (Proactive),Infra Failure,24,45,6.06,False,0,False,3,Re-triggered job after correcting input file; added validation check.
INC101983,2025-11-01 11:25,2025-11-02 13:31,Server/Infra,Memory Leak,Customer Support Portal,P4 - Low,Closed,L3 Engineering,T. Divya,End User,Code Defect,72,145,26.1,False,0,False,4,Freed disk space / restarted service; added monitoring alert to prevent recurrence.
INC101926,2025-11-01 19:11,2025-11-03 02:56,Server/Infra,Memory Leak,Order Management System,P4 - Low,Resolved,L3 Engineering,M. Kumar,Monitoring Alert,Unknown,72,284,31.76,False,0,False,4,Freed disk space / restarted service; added monitoring alert to prevent recurrence.
INC101876,2025-11-02 11:55,2025-11-02 18:58,Server/Infra,CPU Spike,CRM Portal,P2 - High,Resolved,Network Team,T. Divya,Support Team (Proactive),Unknown,8,19,7.06,False,0,False,5,Freed disk space / restarted service; added monitoring alert to prevent recurrence.
INC100584,2025-11-02 13:16,2025-11-02 17:07,Network,VPN Failure,Reporting Dashboard,P2 - High,Resolved,Network Team,V. Prasad,End User,Unknown,8,27,3.85,False,0,False,4,Restarted network service / re-routed traffic; confirmed connectivity restored.
INC100615,2025-11-02 19:32,2025-11-02 23:15,Application Issue,Application Crash,Customer Support Portal,P3 - Medium,Resolved,App Dev Team,M. Kumar,Monitoring Alert,Infra Failure,24,53,3.72,False,0,True,5,Identified faulty code path; deployed hotfix / config change and validated with user.
INC101387,2025-11-02 19:36,2025-11-03 17:24,Batch Job Failure,Job Not Triggered,Inventory System,P3 - Medium,Closed,L3 Engineering,L. Chitra,Support Team (Proactive),Configuration Error,24,36,21.81,False,0,False,3,Re-triggered job after correcting input file; added validation check.
INC100049,2025-11-02 19:38,2025-11-03 08:48,Server/Infra,CPU Spike,Core Banking App,P3 - Medium,Resolved,Network Team,S. Priya,Monitoring Alert,Configuration Error,24,48,13.17,False,0,False,4,Freed disk space / restarted service; added monitoring alert to prevent recurrence.
INC100028,2025-11-02 21:29,2025-11-04 11:37,Hardware,Peripheral Not Detected,Inventory System,P4 - Low,Resolved,L1 Support,J. Antony,Customer,Infra Failure,72,130,38.14,False,0,False,3,Replaced/reset device; confirmed functioning with end user.
INC102041,2025-11-03 03:43,2025-11-03 09:47,Batch Job Failure,Job Not Triggered,CRM Portal,P2 - High,Reopened,L3 Engineering,L. Chitra,End User,User Error,8,30,6.08,False,1,False,2,Re-triggered job after correcting input file; added validation check.
INC100445,2025-11-03 10:12,2025-11-03 22:05,Security,Suspicious Login,Customer Support Portal,P4 - Low,Closed,Network Team,N. Fathima,Support Team (Proactive),Code Defect,72,302,11.89,False,0,False,3,"Investigated alert, confirmed false positive / revoked access; updated certificate."
INC101496,2025-11-03 11:21,2025-11-04 09:33,Application Issue,UI Error,Auth Service,P3 - Medium,Resolved,L2 Support,N. Fathima,Batch Job Monitor,Infra Failure,24,81,22.21,False,0,False,4,Identified faulty code path; deployed hotfix / config change and validated with user.
INC100524,2025-11-03 19:35,2025-11-04 03:30,Performance,Slow Response Time,Payment Gateway,P3 - Medium,Resolved,DBA Team,T. Divya,Batch Job Monitor,Infra Failure,24,66,7.93,False,0,False,4,Tuned query/index or scaled resources; response time back within threshold.
INC100491,2025-11-03 20:27,2025-11-03 23:22,Server/Infra,Disk Space Full,Reporting Dashboard,P1 - Critical,Reopened,Network Team,R. Iyer,Monitoring Alert,Infra Failure,4,7,2.92,False,1,False,3,Freed disk space / restarted service; added monitoring alert to prevent recurrence.
INC100086,2025-11-03 21:10,2025-11-06 13:34,Access/Authentication,Permission Denied,CRM Portal,P4 - Low,Resolved,L2 Support,S. Priya,Monitoring Alert,Unknown,72,163,64.4,False,0,False,4,Reset credentials / corrected access role; user confirmed successful login.
INC100646,2025-11-04 07:49,2025-11-04 21:07,Performance,Report Load Timeout,HR Portal,P3 - Medium,Resolved,DBA Team,T. Divya,End User,Configuration Error,24,42,13.3,False,0,False,4,Tuned query/index or scaled resources; response time back within threshold.
INC100653,2025-11-04 09:58,2025-11-06 10:17,Database,Query Timeout,Auth Service,P3 - Medium,Resolved,L3 Engineering,R. Iyer,End User,Infra Failure,24,98,48.33,True,0,False,4,Optimized query / cleared lock and restarted affected session; verified data integrity.
INC101052,2025-11-04 11:31,2025-11-07 02:04,Application Issue,UI Error,Core Banking App,P4 - Low,Resolved,L2 Support,P. Arjun,Customer,Data Issue,72,277,62.55,False,0,False,5,Identified faulty code path; deployed hotfix / config change and validated with user.
INC101594,2025-11-04 15:31,2025-11-05 21:25,Application Issue,Feature Not Working,Customer Support Portal,P4 - Low,Resolved,App Dev Team,P. Arjun,Support Team (Proactive),Capacity/Performance,72,58,29.91,False,0,False,3,Identified faulty code path; deployed hotfix / config change and validated with user.
INC100561,2025-11-04 15:39,2025-11-04 22:24,Application Issue,Application Crash,Customer Support Portal,P3 - Medium,Closed,L2 Support,L. Chitra,Customer,Unknown,24,46,6.76,False,0,False,4,Identified faulty code path; deployed hotfix / config change and validated with user.
INC101453,2025-11-04 17:45,2025-11-05 14:32,Access/Authentication,Login Failure,Customer Support Portal,P3 - Medium,Closed,L1 Support,P. Arjun,Customer,Capacity/Performance,24,54,20.79,False,0,True,3,Reset credentials / corrected access role; user confirmed successful login.
INC101744,2025-11-04 19:58,2025-11-05 15:08,Batch Job Failure,Duplicate Run,Order Management System,P4 - Low,Resolved,App Dev Team,J. Antony,Customer,Third-Party Outage,72,63,19.18,False,0,False,4,Re-triggered job after correcting input file; added validation check.
INC100840,2025-11-05 04:55,2025-11-06 00:25,Database,Data Corruption,Payment Gateway,P3 - Medium,Resolved,DBA Team,K. Suresh,Customer,Third-Party Outage,24,61,19.5,False,0,True,5,Optimized query / cleared lock and restarted affected session; verified data integrity.
INC100779,2025-11-05 09:30,2025-11-05 11:36,Integration/API,API Failure,Core Banking App,P2 - High,Resolved,L3 Engineering,M. Kumar,End User,Configuration Error,8,25,2.11,False,0,False,2,Coordinated with third-party vendor / corrected payload mapping; retested integration.
INC100187,2025-11-05 09:44,2025-11-07 05:06,Security,Unauthorized Access Attempt,Billing Engine,P4 - Low,Reopened,Network Team,M. Kumar,Support Team (Proactive),Third-Party Outage,72,345,43.38,False,1,False,1,"Investigated alert, confirmed false positive / revoked access; updated certificate."
INC101483,2025-11-05 09:51,2025-11-05 12:14,Application Issue,Application Crash,Auth Service,P1 - Critical,Resolved,L2 Support,S. Priya,Batch Job Monitor,Capacity/Performance,4,13,2.39,False,0,False,3,Identified faulty code path; deployed hotfix / config change and validated with user.
INC101082,2025-11-05 10:15,2025-11-05 12:07,Batch Job Failure,Job Failed - Data Error,CRM Portal,P1 - Critical,Resolved,App Dev Team,V. Prasad,Batch Job Monitor,Code Defect,4,19,1.87,False,0,True,5,Re-triggered job after correcting input file; added validation check.
INC101731,2025-11-05 11:13,2025-11-05 13:53,Application Issue,UI Error,Core Banking App,P2 - High,Resolved,App Dev Team,M. Kumar,Monitoring Alert,Data Issue,8,22,2.68,False,0,False,3,Identified faulty code path; deployed hotfix / config change and validated with user.
INC101100,2025-11-05 11:20,2025-11-05 13:55,Integration/API,Webhook Not Firing,Core Banking App,P2 - High,Resolved,L3 Engineering,K. Suresh,Support Team (Proactive),Configuration Error,8,13,2.59,False,0,False,5,Coordinated with third-party vendor / corrected payload mapping; retested integration.
INC102095,2025-11-05 11:29,2025-11-06 12:39,Application Issue,Application Crash,Reporting Dashboard,P4 - Low,Resolved,L2 Support,P. Arjun,End User,Data Issue,72,281,25.17,False,0,False,3,Identified faulty code path; deployed hotfix / config change and validated with user.
INC100581,2025-11-05 12:46,2025-11-07 08:47,Network,Firewall Block,Customer Support Portal,P4 - Low,Resolved,Network Team,V. Prasad,Monitoring Alert,Configuration Error,72,170,44.03,False,0,False,5,Restarted network service / re-routed traffic; confirmed connectivity restored.
INC101137,2025-11-06 09:07,2025-11-16 07:15,Hardware,Device Offline,Core Banking App,P4 - Low,Reopened,L1 Support,L. Chitra,Batch Job Monitor,Capacity/Performance,72,221,238.14,True,1,False,1,Replaced/reset device; confirmed functioning with end user.
INC100100,2025-11-06 09:53,2025-11-06 23:26,Database,Deadlock,CRM Portal,P3 - Medium,Resolved,L3 Engineering,L. Chitra,Monitoring Alert,Third-Party Outage,24,71,13.56,False,0,False,3,Optimized query / cleared lock and restarted affected session; verified data integrity.
INC101228,2025-11-06 10:59,2025-11-08 21:35,Security,Unauthorized Access Attempt,Auth Service,P4 - Low,Resolved,L3 Engineering,J. Antony,Batch Job Monitor,User Error,72,88,58.6,False,0,False,4,"Investigated alert, confirmed false positive / revoked access; updated certificate."
INC100211,2025-11-06 17:37,2025-11-07 21:32,Access/Authentication,Password Reset,Core Banking App,P2 - High,Resolved,L2 Support,R. Iyer,Customer,Third-Party Outage,8,11,27.93,True,0,False,4,Reset credentials / corrected access role; user confirmed successful login.
INC101899,2025-11-06 18:37,2025-11-07 16:30,Network,Firewall Block,Order Management System,P3 - Medium,Resolved,L2 Support,V. Prasad,Monitoring Alert,Infra Failure,24,40,21.89,False,0,False,3,Restarted network service / re-routed traffic; confirmed connectivity restored.
INC100984,2025-11-06 21:43,2025-11-10 19:28,Database,Deadlock,Auth Service,P4 - Low,Closed,DBA Team,J. Antony,Monitoring Alert,Infra Failure,72,290,93.76,True,0,False,3,Optimized query / cleared lock and restarted affected session; verified data integrity.
INC100717,2025-11-07 09:13,2025-11-07 15:03,Server/Infra,CPU Spike,Billing Engine,P3 - Medium,Resolved,Network Team,N. Fathima,End User,Code Defect,24,45,5.84,False,0,False,3,Freed disk space / restarted service; added monitoring alert to prevent recurrence.
INC100970,2025-11-07 09:17,2025-11-07 14:03,Batch Job Failure,Job Failed - Data Error,Customer Support Portal,P2 - High,Closed,L3 Engineering,V. Prasad,Monitoring Alert,Infra Failure,8,33,4.77,False,0,False,5,Re-triggered job after correcting input file; added validation check.
INC100813,2025-11-07 10:08,2025-11-09 13:02,Network,VPN Failure,Order Management System,P3 - Medium,Resolved,Network Team,T. Divya,Batch Job Monitor,Third-Party Outage,24,79,50.91,True,0,False,3,Restarted network service / re-routed traffic; confirmed connectivity restored.
INC100338,2025-11-07 13:54,2025-11-07 20:52,Access/Authentication,Login Failure,Billing Engine,P3 - Medium,Closed,L1 Support,B. Meena,Monitoring Alert,Unknown,24,28,6.97,False,0,False,3,Reset credentials / corrected access role; user confirmed successful login.
INC100059,2025-11-07 14:33,2025-11-08 14:21,Hardware,Peripheral Not Detected,HR Portal,P4 - Low,Resolved,L1 Support,R. Iyer,Batch Job Monitor,Configuration Error,72,152,23.8,False,0,False,5,Replaced/reset device; confirmed functioning with end user.
